iter	MultiClass
289	0.0794829038
290	0.07933546799
291	0.07901463504
292	0.07897108116
293	0.07870372296
294	0.07853503305
295	0.07851464391
296	0.07819501695
297	0.07797942113
298	0.07778289449
299	0.07763114375
300	0.07744416701
301	0.077307398
302	0.07728755215
303	0.07723679629
304	0.07709778098
305	0.07681651603
306	0.07680231775
307	0.07668239747
308	0.07666333747
309	0.07650364605
310	0.07646639341
311	0.07608039332
312	0.07588861771
313	0.07580139181
314	0.07574754654
315	0.0756703315
316	0.07536177622
317	0.0753405729
318	0.07530805333
319	0.07515593453
320	0.07512797281
321	0.07502869322
322	0.07495361102
323	0.07484853564
324	0.07484503644
325	0.07445693979
326	0.07444935097
327	0.07425458877
328	0.07403401766
329	0.07355112436
330	0.07329831423
331	0.07315982946
332	0.07295649359
333	0.07291471236
334	0.0725550605
335	0.07251260793
336	0.0725049529
337	0.0722719273
338	0.07199585654
339	0.07147043852
340	0.0713327834
341	0.07108903993
342	0.07079581402
343	0.07076098815
344	0.07057653498
345	0.07053358596
346	0.07043421317
347	0.0703909976
348	0.07011702085
349	0.06986983712
350	0.06964521998
351	0.06956179516
352	0.06950026827
353	0.06944142285
354	0.06942964267
355	0.06928376733
356	0.06925286386
357	0.06903228775
358	0.06870484773
359	0.06865653871
360	0.06855378452
361	0.06847779321
362	0.06833385226
363	0.0683287221
364	0.0681747143
365	0.06812022746
366	0.06811717339
367	0.06803079209
368	0.06790339033
369	0.06776236147
370	0.06775318318
371	0.06763771086
372	0.06757447071
373	0.06750425786
374	0.06747433552
375	0.06736306301
376	0.06729724585
377	0.06727245524
378	0.06709884083
379	0.06691831139
380	0.06673655929
381	0.0667031215
382	0.06662135945
383	0.06653713214
384	0.06649531678
385	0.0664822051
386	0.0663218221
387	0.06630239534
388	0.06626234897
389	0.06610697806
390	0.06608844523
391	0.066077663
392	0.06596261591
393	0.06593467774
394	0.06585088032
395	0.06584012184
396	0.06579950273
397	0.06578149665
398	0.06567550722
399	0.06557284833
400	0.06551414134
401	0.06551346037
402	0.06510634288
403	0.06508056738
404	0.0649653642
405	0.06479475337
406	0.06450601487
407	0.06413254134
408	0.06411377297
409	0.06410372358
410	0.06372183767
411	0.06366970321
412	0.06355385941
413	0.0634324034
414	0.06342658411
415	0.06330268186
416	0.06303452587
417	0.06295768548
418	0.06289713161
419	0.062883895
420	0.06281568595
421	0.06269255722
422	0.06242460131
423	0.06242167105
424	0.0624091002
425	0.06234309079
426	0.06233448994
427	0.06222114932
428	0.06209709584
429	0.06190183507
430	0.06158524434
431	0.06148428712
432	0.0614710744
433	0.06127686479
434	0.06126882483
435	0.06126451168
436	0.06119485842
437	0.06099722021
438	0.06091779436
439	0.06087119501
440	0.0608011697
441	0.06074113251
442	0.06070440297
443	0.06067631033
444	0.06048395813
445	0.06048036889
446	0.06041252175
447	0.06037918754
448	0.06034670533
449	0.06031070979
450	0.06019266268
451	0.06013200597
452	0.06003261304
453	0.06001347805
454	0.06000662053
455	0.0598712322
456	0.0598665906
457	0.05969294132
458	0.05968642665
459	0.0595645869
460	0.05949593764
461	0.05948293756
462	0.05945677621
463	0.05936789777
464	0.05936161033
465	0.05933378192
466	0.05932836795
467	0.05924309731
468	0.05892119469
469	0.05891332868
470	0.05887541065
471	0.05886289286
472	0.05881681016
473	0.05877157281
474	0.05873373982
475	0.05831208266
476	0.0582752933
477	0.05823638972
478	0.05816711153
479	0.05810499638
480	0.0580956372
481	0.05805519841
482	0.05803933977
483	0.05781913248
484	0.05761496225
485	0.05750479856
486	0.05748733996
487	0.05748363355
488	0.05729571015
489	0.05728207448
490	0.05711625407
491	0.05697747053
492	0.05697045678
493	0.05696373109
494	0.05684968295
495	0.05677078069
496	0.05676309952
497	0.05669412449
498	0.05663228408
499	0.05658860275
500	0.05651609523
501	0.056499321
502	0.05646683669
503	0.05631813168
504	0.05623547399
505	0.05621644619
506	0.05617651014
507	0.05615091763
508	0.05610560343
509	0.05605919848
510	0.05589136582
511	0.05572264736
512	0.05557866841
513	0.05542015916
514	0.0553924576
515	0.05537646859
516	0.0553169805
517	0.05524564402
518	0.05524380596
519	0.05523974259
520	0.05517209824
521	0.05514956385
522	0.0550571541
523	0.05499345242
524	0.05498468649
525	0.05477390209
526	0.05470514561
527	0.05459731188
528	0.05456407543
529	0.05454342583
530	0.05443008164
531	0.05438694035
532	0.05423528385
533	0.05416567293
534	0.05412683654
535	0.05405893259
536	0.05403185903
537	0.05397142789
538	0.05389397237
539	0.0537809531
540	0.05377503355
541	0.05371445573
542	0.05368351688
543	0.05367600532
544	0.05336320044
545	0.05331787304
546	0.05328839274
547	0.05315907263
548	0.05306440561
549	0.05295082309
550	0.05283383516
551	0.05282105284
552	0.05275547168
553	0.05272351437
554	0.05269606958
555	0.05261562618
556	0.05255162897
557	0.05246088787
558	0.05231415635
559	0.05225746334
560	0.0521126546
561	0.05200027668
562	0.05184038729
563	0.05182465693
564	0.05177440767
565	0.05157673615
566	0.05150964351
567	0.0514637433
568	0.05130015017
569	0.05128168811
570	0.05124121985
571	0.05118075776
572	0.05117450464
573	0.05116242672
574	0.05110413183
575	0.05093550001
576	0.05084327135
577	0.05077319142
578	0.05076868894
579	0.05075896367
580	0.05072677202
581	0.05069983968
582	0.05059621317
583	0.05053769957
584	0.05051747031
585	0.05049891471
586	0.05038009784
587	0.05031688196
588	0.05020156763
589	0.05018325586
590	0.05009300082
591	0.05004895434
592	0.04998842795
593	0.04983763097
594	0.04969953718
595	0.04969142155
596	0.04962990933
597	0.04962527765
598	0.04954080231
599	0.04953284286
600	0.04938870396
601	0.04932365544
602	0.04920347042
603	0.04910221974
604	0.04907680562
605	0.04897654831
606	0.04887728346
607	0.04885206776
608	0.04880787641
609	0.04877478664
610	0.04874736017
611	0.04867284309
612	0.0484384962
613	0.04834614889
614	0.04827481462
615	0.04802457969
616	0.04796300678
617	0.04782765239
618	0.04777250899
619	0.04764140495
620	0.04757414956
621	0.04738127906
622	0.04731599528
623	0.04725855199
624	0.04717060651
625	0.04704904112
626	0.04702357811
627	0.04696590661
628	0.04692545945
629	0.04685363673
630	0.04680799938
631	0.04674379405
632	0.04648237903
633	0.0464293355
634	0.04620998508
635	0.04607670495
636	0.04599147837
637	0.04597522529
638	0.04592104022
639	0.04588461919
640	0.0458819393
641	0.0458281695
642	0.04579519508
643	0.04578026506
644	0.04572819467
645	0.04543014299
646	0.04540653261
647	0.0452618447
648	0.04519804135
649	0.04512230606
650	0.04508430984
651	0.04489169106
652	0.04487830366
653	0.04481582104
654	0.0447902758
655	0.04464105619
656	0.04455841045
657	0.04453745445
658	0.04447850475
659	0.04446320414
660	0.04445273211
661	0.04445014692
662	0.04443420545
663	0.04438976924
664	0.04432328195
665	0.04422839144
666	0.04418287429
667	0.04413515144
668	0.04409386522
669	0.04398074862
670	0.04390621947
671	0.04379318511
672	0.04375300306
673	0.04371667967
674	0.04371203941
675	0.04364060235
676	0.0436089055
677	0.04347721795
678	0.04344483379
679	0.04338829259
680	0.04336117775
681	0.04331160998
682	0.04321258425
683	0.04315577807
684	0.04291061761
685	0.04285595657
686	0.04283447834
687	0.04282534381
688	0.0427650529
689	0.04269238735
690	0.0425376672
691	0.04247896694
692	0.04245644253
693	0.04242658599
694	0.04241387364
695	0.04234620824
696	0.04228700431
697	0.04220584379
698	0.04213293878
699	0.04213139045
700	0.04212816954
701	0.04210845866
702	0.04209058017
703	0.04208783564
704	0.04205988259
705	0.0420096103
706	0.04199976407
707	0.04195352361
708	0.04190541109
709	0.04184438844
710	0.04181662162
711	0.04179487749
712	0.04175012115
713	0.04173162964
714	0.04159044859
715	0.04150907976
716	0.04150024076
717	0.04143014164
718	0.04141469709
719	0.04131720522
720	0.04128143531
721	0.04127305172
722	0.0411847795
723	0.04111049592
724	0.04110416749
725	0.04100321637
726	0.04089531755
727	0.04088484442
728	0.04085241818
729	0.0408445406
730	0.04083681485
731	0.04070480952
732	0.04062524517
733	0.04056726703
734	0.04055863056
735	0.04054456183
736	0.0404699553
737	0.04039663502
738	0.04034744938
739	0.04033926589
740	0.0402775919
741	0.04024821161
742	0.04015020997
743	0.04010899891
744	0.04001344796
745	0.03998288884
746	0.03994210562
747	0.03990351424
748	0.03987089223
749	0.03984692304
750	0.0398238818
751	0.03965429005
752	0.03962638752
753	0.03955059099
754	0.03949414476
755	0.03945963687
756	0.03945199303
757	0.03944908035
758	0.03940078272
759	0.03934359335
760	0.03917735883
761	0.03915735379
762	0.03914366982
763	0.0391253414
764	0.0390869672
765	0.03905131551
766	0.03898333524
767	0.0389514792
768	0.03894726992
769	0.0388958345
770	0.03887635743
771	0.03882578019
772	0.03877948384
773	0.03873852611
774	0.03869704757
775	0.03867187021
776	0.0386445467
777	0.03864119996
778	0.03853774767
779	0.03852862803
780	0.03841816242
781	0.03835465237
782	0.03833913438
783	0.03824118033
784	0.03819924539
785	0.03816813455
786	0.03807713276
787	0.03795077613
788	0.03791657558
789	0.0378896517
790	0.03785407102
791	0.03781277318
792	0.03773548303
793	0.03769467046
794	0.03768173882
795	0.03767473602
796	0.03763471976
797	0.03760326984
798	0.03740733076
799	0.0373741905
800	0.03734708658
801	0.03728205064
802	0.03727160333
803	0.03723021676
804	0.0371760801
805	0.03714124714
806	0.03708746107
807	0.03706958747
808	0.03700145416
809	0.03699566534
810	0.03698383206
811	0.03691984391
812	0.03689185345
813	0.03687851726
814	0.03685526048
815	0.03685286263
816	0.03682107123
817	0.03679670998
818	0.03676020086
819	0.03672220519
820	0.0366338475
821	0.03658819722
822	0.0365407453
823	0.03653862142
824	0.03653659343
825	0.03649492038
826	0.03644111763
827	0.03634658937
828	0.03630633844
829	0.03625844886
830	0.03618171858
831	0.0361678103
832	0.03616433343
833	0.03612141481
834	0.0360846796
835	0.03606484997
836	0.03599470606
837	0.03595471514
838	0.03587802971
839	0.03585986412
840	0.03581648789
841	0.03573709451
842	0.03566225976
843	0.03562281955
844	0.03554575737
845	0.03542274131
846	0.0353757463
847	0.0353544666
848	0.03532005963
849	0.03531683917
850	0.03515616021
851	0.03512633829
852	0.0350766901
853	0.03503166809
854	0.0349274376
855	0.0348376721
856	0.03480993959
857	0.03474985503
858	0.03473420493
859	0.03472570487
860	0.03469065455
861	0.03463769083
862	0.03459423133
863	0.03456474344
864	0.03453963669
865	0.03451965919
866	0.03450265613
867	0.03444963933
868	0.03439536057
869	0.03433762055
870	0.03428987655
871	0.0342524775
872	0.03422169734
873	0.03412289831
874	0.03412142948
875	0.03405818946
876	0.03405205849
877	0.03405040478
878	0.03398941081
879	0.03396443085
880	0.03393814612
881	0.03388162421
882	0.03387639672
883	0.03384336298
884	0.03379170691
885	0.03374210483
886	0.03372117351
887	0.03366432801
888	0.03362269637
889	0.03358725921
890	0.03356061632
891	0.03352585506
892	0.03349944024
893	0.03348909843
894	0.03345944558
895	0.0334541442
896	0.03343652198
897	0.03339116724
898	0.033344092
899	0.03330843702
900	0.03327335347
901	0.03326865127
902	0.03317435023
903	0.03313925822
904	0.03312833136
905	0.03311024301
906	0.03297426139
907	0.03292341154
908	0.0329021141
909	0.03286973494
910	0.0328577341
911	0.03282657556
912	0.03277963261
913	0.032775999
914	0.0327679524
915	0.03276137175
916	0.03269227095
917	0.03267237505
918	0.03260766287
919	0.03260108502
920	0.0325983651
921	0.03256449067
922	0.0325232698
923	0.03247846018
924	0.03246884868
925	0.03239485594
926	0.03234808394
927	0.03232487155
928	0.03231940325
929	0.03231844017
930	0.0322753217
931	0.03226631699
932	0.03224539698
933	0.03217858286
934	0.03210332117
935	0.03207665101
936	0.0320424822
937	0.03202841656
938	0.03196221773
939	0.03195481479
940	0.03193955984
941	0.03193017069
942	0.03188002975
943	0.03179709722
944	0.031776813
945	0.03162087264
946	0.03150733883
947	0.03147567846
948	0.03141323293
949	0.03134031455
950	0.03132160341
951	0.03129954141
952	0.03127579898
953	0.03125034817
954	0.03123918784
955	0.03122803056
956	0.03122544854
957	0.03117283301
958	0.03115852601
959	0.03109874894
960	0.03095837399
961	0.0309496629
962	0.03093077793
963	0.03089725973
964	0.03088754319
965	0.03088370164
966	0.03084174169
967	0.03082391787
968	0.03081204573
969	0.03078054749
970	0.03072913728
971	0.03068887553
972	0.03062232191
973	0.03061768266
974	0.03055895174
975	0.03054333086
976	0.03051863433
977	0.03046376347
978	0.0303815501
979	0.03028984056
980	0.03028792708
981	0.03027131913
982	0.0302435262
983	0.03016417888
984	0.03012216954
985	0.0301140948
986	0.03008389888
987	0.03007379051
988	0.03006391776
989	0.03004348676
990	0.03002610503
991	0.02996343958
992	0.02994487455
993	0.02984147139
994	0.0298039713
995	0.02979884366
996	0.02978531143
997	0.02978013183
998	0.02973711949
999	0.02972228248
